Customer_ID,Full_Name,Gender,Birth_Date,City,Job_Title,Monthly_Income,Segment,Join_Date
30,Mostafa Mahmoud,Female,1996-02-03,Cairo,Sales Representative,14288,Retail,2017-09-27
31,Amr Laila,Male,1983-05-06,Assiut,Branch Officer,32800,Retail,2024-02-29
32,Mostafa Omar,Male,1995-05-22,Assiut,Engineer,19400,Retail,2021-03-16
33,Mona Ibrahim,Female,1969-05-10,Tanta,Business Owner,77029,Retail,2020-06-24
34,Mohamed Ahmed,Female,1976-01-03,Giza,Doctor,48132,Retail,2022-02-22
35,Yasmin Dina,Male,1976-03-24,Cairo,Doctor,66154,Retail,2015-11-05
36,Dina Mahmoud,Female,1969-09-02,Giza,Consultant,68175,Retail,2015-06-21
37,Ibrahim Khaled,Male,1979-06-26,Alexandria,Senior Manager,53449,Retail,2023-10-01
38,Hassan Hassan,Female,1995-07-20,Cairo,Teacher,22757,Retail,2017-01-04
39,Hassan Omar,Female,1981-07-26,Cairo,Teacher,23742,Retail,2020-04-11
40,Amr Khaled,Male,1974-04-27,Cairo,Doctor,52915,Retail,2022-05-27
41,Mostafa Sara,Female,1972-07-11,Assiut,Consultant,34549,Retail,2024-06-17
42,Hassan Fatma,Female,1994-06-01,Cairo,Engineer,23559,Retail,2016-03-20
43,Laila Aya,Male,1998-07-12,Mansoura,Engineer,13149,Retail,2021-06-19
44,Aya Dina,Male,1972-05-02,Alexandria,Doctor,30110,Retail,2019-11-02
45,Omar Amr,Female,1964-11-11,Assiut,Retired,18286,Retail,2019-07-31
46,Mahmoud Ibrahim,Female,1980-07-23,Assiut,Consultant,66333,Retail,2019-04-02
47,Dina Ahmed,Female,1971-10-19,Alexandria,Consultant,56612,Retail,2017-05-10
48,Heba Heba,Male,1987-10-20,Tanta,Accountant,30236,Retail,2020-04-22
49,Laila Mona,Male,1970-11-03,Giza,Consultant,63780,Retail,2022-07-18
50,Ahmed Mohamed,Male,1979-04-26,Mansoura,Business Owner,39656,Retail,2021-11-08
51,Nour Salma,Female,1964-08-14,Giza,Retired,14371,Retail,2016-08-27
52,Khaled Hassan,Female,1960-02-25,Cairo,Retired,21931,Retail,2021-04-02
53,Aya Dina,Female,1975-02-15,Mansoura,Business Owner,60450,Retail,2021-11-14
54,Hassan Salma,Female,1992-07-27,Alexandria,IT Specialist,29611,Retail,2023-06-07
55,Khaled Mostafa,Female,1975-11-09,Cairo,Doctor,71074,Retail,2023-01-01
56,Dina Youssef,Male,1978-04-09,Giza,Consultant,50952,Retail,2017-08-05
57,Yasmin Yasmin,Female,1984-12-05,Tanta,Teacher,17104,Retail,2020-03-23
58,Fatma Ahmed,Female,1986-01-07,Mansoura,Branch Officer,27762,Retail,2015-01-25
59,Dina Dina,Male,1982-05-25,Mansoura,Branch Officer,28730,Retail,2017-06-17
60,Mona Nour,Male,1977-07-16,Mansoura,Senior Manager,55484,Retail,2016-06-06
61,Youssef Yasmin,Male,1999-09-01,Mansoura,Customer Service,6444,Retail,2017-01-14
62,Ibrahim Heba,Female,1963-05-13,Alexandria,Retired,18726,Retail,2023-07-15
63,Youssef Salma,Male,1984-05-25,Assiut,Branch Officer,23266,Retail,2021-01-18
64,Mohamed Ahmed,Male,1963-06-08,Giza,Retired,10248,Retail,2024-05-30
65,Mahmoud Salma,Male,1961-10-05,Tanta,Retired,15816,Retail,2017-06-11
66,Laila Laila,Male,1989-12-09,Giza,Accountant,20498,Retail,2018-06-28
67,Nour Nour,Male,1966-10-01,Cairo,Consultant,67735,Retail,2021-08-22
68,Fatma Mohamed,Female,2000-04-04,Tanta,Engineer,7983,Retail,2019-10-21
69,Yasmin Salma,Male,1983-02-17,Mansoura,Accountant,15414,Retail,2019-01-23
70,Hassan Aya,Female,2000-08-23,Tanta,Sales Representative,13135,Retail,2024-01-24
71,Mostafa Mona,Male,1994-08-15,Cairo,Branch Officer,34414,Retail,2018-02-16
72,Laila Nour,Female,1988-04-25,Cairo,Branch Officer,33672,Retail,2020-07-17
73,Mostafa Mona,Female,1980-03-16,Tanta,Business Owner,53253,Retail,2022-11-12
74,Khaled Yasmin,Female,1977-09-01,Tanta,Business Owner,35610,Retail,2023-07-03
75,Ahmed Youssef,Female,1975-12-16,Giza,Doctor,59371,Retail,2019-07-15
76,Dina Aya,Female,1975-05-22,Mansoura,Consultant,61015,Retail,2023-05-14
77,Amr Mostafa,Male,1995-06-12,Cairo,Branch Officer,23877,Retail,2023-02-02
78,Ibrahim Salma,Female,1972-06-04,Assiut,Business Owner,42552,Retail,2021-08-11
79,Amr Khaled,Female,1993-10-10,Giza,Engineer,21360,Retail,2018-05-23
80,Mostafa Mohamed,Male,1960-12-18,Tanta,Retired,12147,Retail,2018-04-11
81,Ahmed Fatma,Female,1968-11-28,Mansoura,Doctor,36723,Retail,2020-05-14
82,Salma Omar,Male,1988-06-06,Mansoura,Engineer,23273,Retail,2020-07-07
83,Mahmoud Mahmoud,Female,1964-10-21,Cairo,Retired,9756,Retail,2017-10-13
84,Laila Laila,Male,1967-09-25,Tanta,Doctor,69735,Retail,2019-04-08
85,Amr Fatma,Male,1988-08-10,Tanta,IT Specialist,29051,Retail,2023-04-20
86,Youssef Hassan,Male,1966-04-21,Giza,Business Owner,47343,Retail,2021-03-10
87,Heba Laila,Female,1964-03-01,Alexandria,Retired,21386,Retail,2015-05-14
88,Heba Youssef,Male,1974-05-23,Alexandria,Consultant,76070,Retail,2023-11-01
89,Omar Dina,Male,2000-10-22,Assiut,Sales Representative,12965,Retail,2016-09-02
90,Amr Laila,Female,1977-03-03,Mansoura,Senior Manager,40873,Retail,2016-05-24
91,Aya Dina,Female,1989-12-10,Mansoura,Branch Officer,23920,Retail,2015-11-26
92,Ahmed Youssef,Male,1998-01-14,Assiut,Engineer,10102,Retail,2024-05-17
93,Hassan Salma,Female,1996-10-01,Alexandria,Engineer,6659,Retail,2017-01-13
94,Salma Sara,Female,1997-07-21,Alexandria,Customer Service,7494,Retail,2018-08-08
95,Salma Amr,Female,1966-03-11,Tanta,Doctor,75460,Retail,2015-05-31
96,Omar Nour,Male,1989-02-11,Assiut,Accountant,25593,Retail,2021-01-31
97,Sara Laila,Female,1989-07-02,Assiut,Teacher,31988,Retail,2019-12-16
98,Amr Heba,Female,1963-04-09,Cairo,Retired,12293,Retail,2015-04-29
99,Amr Dina,Male,2000-10-26,Tanta,Sales Representative,8594,Retail,2019-07-30
100,Heba Omar,Male,1965-04-27,Mansoura,Retired,11717,Retail,2023-01-14
101,Salma Salma,Male,1978-09-23,Mansoura,Consultant,57229,Retail,2021-03-07
102,Mostafa Yasmin,Female,1969-07-07,Tanta,Business Owner,34575,Retail,2017-12-30
103,Fatma Fatma,Female,1960-05-24,Giza,Retired,17783,Retail,2020-01-04
104,Dina Nour,Female,1994-08-12,Alexandria,Accountant,33085,Retail,2017-02-11
105,Mohamed Mona,Female,1975-10-13,Assiut,Business Owner,56920,Retail,2024-02-06
106,Mohamed Mahmoud,Female,1984-07-22,Cairo,Teacher,31230,Retail,2024-06-23
107,Mahmoud Yasmin,Male,1988-02-17,Cairo,Branch Officer,15502,Retail,2020-04-07
108,Youssef Mona,Female,1976-06-20,Alexandria,Doctor,72587,Retail,2022-01-11
109,Khaled Amr,Male,1991-09-02,Assiut,IT Specialist,17242,Retail,2016-01-06
110,Hassan Amr,Male,1987-02-25,Cairo,Engineer,29538,Retail,2018-08-21
111,Yasmin Mahmoud,Male,1963-05-12,Tanta,Retired,20282,Retail,2019-08-15
112,Hassan Youssef,Female,1996-11-26,Tanta,Sales Representative,8785,Retail,2022-08-30
113,Heba Mostafa,Female,1975-08-19,Alexandria,Business Owner,45216,Retail,2022-06-24
114,Youssef Heba,Female,1960-08-10,Tanta,Retired,13176,Retail,2018-05-10
115,Amr Ibrahim,Female,2000-07-23,Mansoura,Engineer,13484,Retail,2016-03-12
116,Amr Amr,Male,1975-07-19,Assiut,Consultant,67670,Retail,2019-06-10
117,Salma Amr,Male,1977-01-19,Tanta,Senior Manager,69741,Retail,2023-12-29
118,Mahmoud Omar,Male,1982-04-21,Alexandria,Teacher,23212,Retail,2023-11-05
119,Youssef Amr,Female,1988-01-19,Assiut,Accountant,19306,Retail,2019-08-29
120,Aya Mostafa,Male,1971-04-05,Alexandria,Consultant,64789,Retail,2024-03-31
121,Heba Youssef,Male,1990-05-24,Giza,Accountant,18773,Retail,2022-08-02
122,Ahmed Mostafa,Male,1985-09-12,Mansoura,Engineer,27929,Retail,2019-02-18
123,Khaled Salma,Male,1976-10-13,Tanta,Consultant,37100,Retail,2021-04-18
124,Heba Amr,Female,1980-10-08,Cairo,Senior Manager,71641,Retail,2016-07-26
125,Omar Omar,Male,1962-01-10,Tanta,Retired,24142,Retail,2016-07-09
126,Fatma Mahmoud,Female,1984-08-12,Assiut,IT Specialist,28733,Retail,2016-02-10
127,Sara Ibrahim,Female,1991-10-14,Mansoura,Accountant,16072,Retail,2017-08-25
128,Sara Mohamed,Female,1983-02-22,Alexandria,Accountant,32841,Retail,2017-02-16
129,Laila Ahmed,Male,1967-08-03,Alexandria,Business Owner,72054,Retail,2017-09-24
130,Ibrahim Fatma,Male,1968-10-07,Giza,Senior Manager,66320,Retail,2018-09-07
131,Mahmoud Dina,Female,1969-10-01,Giza,Consultant,39482,Retail,2016-03-26
132,Khaled Fatma,Female,1961-03-01,Cairo,Retired,19738,Retail,2016-12-14
133,Omar Youssef,Female,1976-01-05,Mansoura,Doctor,64477,Retail,2023-09-22
134,Aya Khaled,Male,1983-09-19,Assiut,Engineer,29811,Retail,2023-10-14
135,Salma Nour,Female,1993-05-15,Assiut,Engineer,16993,Retail,2016-03-18
136,Mona Laila,Male,1991-12-15,Cairo,Engineer,17647,Retail,2016-05-31
137,Laila Aya,Female,1977-10-21,Mansoura,Consultant,54962,Retail,2020-09-01
138,Yasmin Heba,Male,1998-07-04,Mansoura,Junior Accountant,9522,Retail,2018-10-20
139,Yasmin Mona,Female,1989-07-14,Alexandria,Engineer,25241,Retail,2016-09-17
140,Yasmin Omar,Female,1990-02-03,Giza,Engineer,18054,Retail,2021-03-28
141,Omar Yasmin,Female,1963-10-18,Assiut,Retired,18801,Retail,2023-06-01
142,Amr Sara,Male,1987-12-02,Tanta,Accountant,34674,Retail,2020-09-09
143,Omar Sara,Female,1973-03-22,Cairo,Doctor,44696,Retail,2023-07-21
144,Laila Laila,Male,1977-10-08,Tanta,Doctor,66763,Retail,2022-05-18
145,Amr Mona,Female,1977-01-06,Cairo,Consultant,76052,Retail,2017-01-13
146,Mahmoud Ahmed,Male,1969-10-22,Assiut,Doctor,34560,Retail,2020-12-12
147,Hassan Sara,Female,1973-07-14,Assiut,Doctor,52340,Retail,2018-08-21
148,Hassan Laila,Male,1996-10-03,Assiut,Junior Accountant,8549,Retail,2015-12-01
149,Laila Heba,Female,1977-08-22,Alexandria,Doctor,61828,Retail,2017-06-01
150,Amr Fatma,Female,1992-02-12,Tanta,Branch Officer,18633,Retail,2022-06-25
151,Mohamed Ahmed,Male,1979-01-08,Alexandria,Doctor,69277,Retail,2017-05-15
152,Ahmed Salma,Female,1968-05-10,Giza,Consultant,37863,Retail,2016-06-13
153,Dina Sara,Male,1984-09-23,Mansoura,Teacher,31392,Retail,2023-04-28
154,Youssef Mona,Female,1962-07-01,Tanta,Retired,23065,Retail,2019-07-15
155,Ahmed Mona,Male,2000-07-10,Tanta,Junior Accountant,12636,Retail,2020-02-28
156,Yasmin Fatma,Female,1983-02-14,Tanta,Engineer,22972,Retail,2015-11-19
157,Mona Hassan,Male,1985-05-24,Tanta,Accountant,22260,Retail,2022-02-06
158,Sara Mahmoud,Male,1967-09-17,Cairo,Business Owner,52896,Retail,2016-08-22
159,Youssef Hassan,Female,1976-04-06,Mansoura,Business Owner,79821,Retail,2023-06-18
160,Mahmoud Heba,Male,1996-10-15,Mansoura,Engineer,11179,Retail,2019-12-17
161,Sara Aya,Male,2000-05-26,Alexandria,Engineer,6920,Retail,2020-03-06
162,Youssef Youssef,Female,1988-01-02,Mansoura,Accountant,24406,Retail,2021-07-05
163,Ibrahim Mona,Female,1995-12-02,Tanta,Branch Officer,33732,Retail,2016-09-09
164,Youssef Aya,Male,1963-08-04,Cairo,Retired,19253,Retail,2017-10-11
165,Hassan Sara,Female,1988-08-17,Alexandria,IT Specialist,34982,Retail,2019-05-06
166,Mona Youssef,Female,1986-06-22,Cairo,IT Specialist,16715,Retail,2021-04-04
167,Mona Youssef,Male,1984-05-09,Alexandria,IT Specialist,19927,Retail,2018-06-24
168,Dina Nour,Female,1985-03-20,Giza,Engineer,25144,Retail,2022-07-07
169,Sara Ahmed,Female,1993-02-21,Alexandria,Branch Officer,31662,Retail,2017-01-08
170,Khaled Mahmoud,Male,1973-06-25,Cairo,Doctor,42583,Retail,2018-04-26
171,Mona Laila,Male,1966-09-25,Tanta,Senior Manager,73380,Retail,2019-03-24
172,Heba Mohamed,Female,1969-03-06,Alexandria,Business Owner,77263,Retail,2022-08-02
173,Heba Khaled,Male,1975-08-20,Alexandria,Consultant,79308,Retail,2024-01-26
174,Heba Amr,Female,1990-04-12,Tanta,IT Specialist,29437,Retail,2020-11-30
175,Mahmoud Mostafa,Male,1986-03-27,Assiut,Teacher,34813,Retail,2020-05-22
176,Amr Youssef,Male,1983-09-04,Alexandria,IT Specialist,19085,Retail,2020-01-15
177,Khaled Heba,Female,1992-03-27,Cairo,Branch Officer,18005,Retail,2019-08-27
178,Khaled Nour,Male,1963-07-17,Alexandria,Retired,20253,Retail,2017-07-08
179,Mahmoud Mahmoud,Male,1961-06-04,Alexandria,Retired,18986,Retail,2024-04-21
180,Heba Laila,Male,1990-12-27,Cairo,Teacher,30371,Retail,2015-03-19
181,Laila Aya,Female,1976-04-27,Cairo,Business Owner,65966,Retail,2023-09-15
182,Khaled Yasmin,Female,1978-04-10,Cairo,Senior Manager,33129,Retail,2016-03-30
183,Fatma Khaled,Male,1991-10-18,Alexandria,Engineer,31887,Retail,2019-10-25
184,Fatma Yasmin,Male,1960-10-12,Assiut,Retired,15882,Retail,2022-06-30
185,Aya Dina,Male,1965-09-12,Mansoura,Retired,10217,Retail,2020-04-09
186,Mostafa Ahmed,Female,1962-11-13,Cairo,Retired,20232,Retail,2018-11-13
187,Mona Mahmoud,Male,1975-12-22,Alexandria,Senior Manager,68135,Retail,2021-02-14
188,Hassan Mahmoud,Male,1981-11-06,Assiut,Branch Officer,30680,Retail,2023-09-15
189,Ibrahim Mohamed,Female,1989-01-10,Alexandria,Teacher,16435,Retail,2020-10-12
190,Ibrahim Amr,Female,1985-09-16,Cairo,Accountant,16199,Retail,2022-05-09
191,Nour Heba,Female,1981-05-04,Alexandria,Accountant,29318,Retail,2017-02-04
192,Mostafa Youssef,Female,1991-12-16,Cairo,Accountant,32015,Retail,2019-10-30
193,Omar Youssef,Female,1998-03-18,Assiut,Engineer,11262,Retail,2018-04-25
194,Heba Sara,Female,1979-08-20,Cairo,Doctor,40921,Retail,2023-02-25
195,Youssef Nour,Female,1982-10-14,Tanta,Accountant,16879,Retail,2023-12-26
196,Mahmoud Youssef,Male,1970-01-05,Assiut,Doctor,32280,Retail,2019-02-09
197,Mahmoud Heba,Female,1983-07-19,Alexandria,Engineer,34827,Retail,2019-12-24
198,Nour Mona,Female,1964-10-05,Giza,Retired,20024,Retail,2016-04-09
199,Aya Nour,Male,1961-12-06,Alexandria,Retired,24352,Retail,2023-09-10
200,Amr Salma,Male,1976-12-15,Cairo,Business Owner,70099,Retail,2016-07-09
201,Youssef Mona,Female,1964-08-06,Assiut,Retired,22585,Retail,2015-09-23
202,Hassan Sara,Male,1995-09-10,Cairo,Accountant,20161,Retail,2017-04-03
203,Sara Dina,Female,1968-04-26,Mansoura,Doctor,31722,Retail,2024-01-05
204,Amr Nour,Female,1995-03-20,Tanta,Engineer,17154,Retail,2019-08-10
205,Youssef Heba,Female,1986-10-03,Assiut,Teacher,25388,Retail,2020-10-20
206,Hassan Mahmoud,Female,1982-03-27,Tanta,IT Specialist,34260,Retail,2015-08-15
207,Hassan Mona,Male,1967-09-05,Alexandria,Consultant,40790,Retail,2020-10-26
208,Dina Mostafa,Male,1978-02-09,Assiut,Business Owner,71619,Retail,2018-05-25
209,Hassan Laila,Female,1999-09-03,Tanta,Sales Representative,8526,Retail,2015-06-18
210,Ibrahim Fatma,Female,1961-02-02,Tanta,Retired,16672,Retail,2022-03-02
211,Amr Salma,Male,1961-08-21,Assiut,Retired,17491,Retail,2019-07-22
212,Heba Yasmin,Female,1979-08-03,Mansoura,Senior Manager,40359,Retail,2017-04-15
213,Sara Nour,Male,1981-10-05,Alexandria,Accountant,25463,Retail,2020-10-10
214,Omar Mostafa,Female,1995-02-11,Giza,Teacher,30285,Retail,2016-07-31
215,Yasmin Khaled,Male,1966-01-10,Alexandria,Doctor,70329,Retail,2021-06-24
216,Aya Heba,Female,1980-04-25,Alexandria,Business Owner,62654,Retail,2020-07-30
217,Heba Khaled,Male,1961-02-13,Tanta,Retired,24562,Retail,2018-12-16
218,Laila Salma,Female,1963-01-10,Tanta,Retired,24216,Retail,2015-02-03
219,Sara Nour,Female,1966-07-05,Cairo,Consultant,77677,Retail,2019-06-29
220,Sara Dina,Female,1963-10-18,Cairo,Retired,14378,Retail,2019-05-02
221,Laila Laila,Male,1992-08-25,Giza,IT Specialist,24165,Retail,2016-02-01
222,Sara Mahmoud,Male,1985-06-26,Tanta,Accountant,33279,Retail,2020-09-16
223,Mahmoud Mona,Female,1985-09-02,Tanta,Engineer,16275,Retail,2020-02-15
224,Laila Mona,Male,1969-10-17,Mansoura,Business Owner,51493,Retail,2021-11-30
225,Fatma Amr,Female,1979-10-11,Cairo,Doctor,76447,Retail,2019-02-17
226,Amr Ahmed,Female,1981-11-04,Alexandria,Branch Officer,34126,Retail,2022-05-09
227,Hassan Aya,Female,1997-10-08,Giza,Junior Accountant,13871,Retail,2024-03-19
228,Ahmed Heba,Female,1975-01-19,Mansoura,Senior Manager,42503,Retail,2016-09-12
229,Laila Salma,Male,1986-12-07,Assiut,Branch Officer,31443,Retail,2016-07-19
230,Aya Nour,Female,1993-04-18,Giza,Accountant,30675,Retail,2020-02-26
231,Laila Salma,Male,1994-06-18,Giza,Accountant,23662,Retail,2018-02-16
232,Ibrahim Salma,Female,1995-05-08,Mansoura,Accountant,24470,Retail,2018-11-29
233,Fatma Dina,Female,1995-12-09,Mansoura,Accountant,18993,Retail,2024-03-06
234,Youssef Sara,Female,1982-03-10,Assiut,Engineer,24425,Retail,2017-11-16
235,Dina Mostafa,Male,1990-04-07,Cairo,IT Specialist,23884,Retail,2021-11-26
236,Khaled Khaled,Male,1997-04-08,Cairo,Junior Accountant,14700,Retail,2019-08-20
237,Ahmed Dina,Male,1981-12-16,Mansoura,Engineer,19504,Retail,2022-04-28
238,Mona Amr,Male,1990-08-21,Cairo,Teacher,24412,Retail,2022-04-25
239,Yasmin Hassan,Male,1996-04-18,Mansoura,Junior Accountant,8868,Retail,2023-11-02
240,Ahmed Amr,Male,1991-03-24,Alexandria,Accountant,16227,Retail,2018-03-11
241,Mahmoud Aya,Female,1989-11-18,Alexandria,IT Specialist,31184,Retail,2017-02-28
242,Mostafa Hassan,Male,1967-06-06,Assiut,Doctor,72486,Retail,2018-10-12
243,Laila Nour,Female,1978-10-22,Tanta,Business Owner,41501,Retail,2018-09-05
244,Hassan Mahmoud,Female,1965-07-22,Alexandria,Retired,11125,Retail,2017-10-13
245,Heba Mostafa,Female,1960-05-13,Alexandria,Retired,15717,Retail,2021-07-13
246,Mohamed Omar,Female,1996-01-09,Alexandria,Engineer,9871,Retail,2016-10-16
247,Amr Sara,Male,1985-11-17,Giza,Accountant,18847,Retail,2016-07-01
248,Yasmin Dina,Female,1990-03-15,Tanta,IT Specialist,27242,Retail,2023-12-29
249,Heba Aya,Female,1973-04-22,Cairo,Senior Manager,64439,Retail,2021-04-29
250,Dina Mahmoud,Male,1967-01-27,Alexandria,Business Owner,67532,Retail,2024-07-31
251,Salma Youssef,Female,1993-08-04,Cairo,Teacher,34108,Retail,2020-02-01
252,Mohamed Dina,Female,1968-09-14,Assiut,Doctor,66956,Retail,2024-01-19
253,Ahmed Ibrahim,Male,1979-12-01,Cairo,Doctor,46676,Retail,2019-10-02
254,Youssef Salma,Male,1982-12-03,Alexandria,IT Specialist,16974,Retail,2019-08-02
255,Nour Heba,Female,1971-03-25,Mansoura,Doctor,54540,Retail,2015-11-25
256,Hassan Dina,Female,1994-03-21,Tanta,Accountant,18887,Retail,2016-06-05
257,Heba Dina,Female,1974-01-25,Tanta,Senior Manager,49553,Retail,2019-04-03
258,Mostafa Ibrahim,Male,1974-04-15,Cairo,Consultant,40166,Retail,2024-01-29
259,Ibrahim Youssef,Male,1986-10-25,Tanta,Engineer,22886,Retail,2015-05-18
260,Mohamed Nour,Female,1988-10-22,Giza,Engineer,23019,Retail,2021-01-19
261,Fatma Mona,Female,1973-01-05,Giza,Consultant,45346,Retail,2018-05-21
262,Amr Mostafa,Male,1969-11-17,Tanta,Business Owner,57103,Retail,2021-08-20
263,Salma Mohamed,Female,1971-11-22,Assiut,Doctor,66428,Retail,2022-07-12
264,Mahmoud Amr,Female,1984-09-11,Giza,Branch Officer,28377,Retail,2023-06-18
265,Mahmoud Heba,Male,1994-08-08,Tanta,Teacher,24854,Retail,2019-08-18
266,Khaled Mostafa,Male,1986-09-17,Alexandria,Teacher,27727,Retail,2022-04-02
267,Youssef Dina,Male,1965-08-28,Cairo,Retired,20159,Retail,2018-01-04
268,Youssef Ibrahim,Male,1984-11-20,Mansoura,IT Specialist,16295,Retail,2017-05-05
269,Omar Salma,Male,1981-05-01,Assiut,Teacher,21226,Retail,2021-10-11
270,Nour Heba,Female,1973-07-08,Alexandria,Consultant,48550,Retail,2017-12-07
271,Salma Mona,Male,1983-09-16,Alexandria,Branch Officer,18231,Retail,2018-07-05
272,Ahmed Mostafa,Female,1986-01-19,Alexandria,Teacher,19781,Retail,2016-09-16
273,Khaled Salma,Female,1972-06-08,Alexandria,Doctor,67341,Retail,2023-07-24
274,Hassan Sara,Male,1991-12-21,Giza,Branch Officer,30100,Retail,2023-01-29
275,Aya Mohamed,Male,1994-08-06,Assiut,IT Specialist,16924,Retail,2015-07-18
276,Youssef Mahmoud,Male,1960-07-05,Giza,Retired,15583,Retail,2020-09-02
277,Salma Ahmed,Male,1989-06-02,Tanta,IT Specialist,30833,Retail,2021-03-09
278,Dina Amr,Male,1986-01-01,Tanta,IT Specialist,24002,Retail,2024-02-13
279,Mahmoud Khaled,Male,1987-03-04,Tanta,Engineer,32183,Retail,2020-11-26
280,Sara Nour,Female,1976-06-09,Tanta,Doctor,35178,Retail,2017-09-23
281,Mohamed Youssef,Female,1974-05-22,Mansoura,Senior Manager,72843,Retail,2019-03-25
282,Youssef Salma,Female,1995-08-02,Assiut,Engineer,20615,Retail,2023-10-18
283,Mohamed Khaled,Male,1981-10-28,Assiut,Engineer,32306,Retail,2021-05-10
284,Dina Fatma,Male,1990-05-02,Giza,Engineer,24187,Retail,2024-07-15
285,Nour Youssef,Female,1980-01-07,Giza,Business Owner,79299,Retail,2021-04-28
286,Dina Mona,Female,1975-10-27,Assiut,Doctor,74370,Retail,2016-07-27
287,Mohamed Omar,Female,1965-09-24,Giza,Retired,19333,Retail,2024-05-28
288,Mona Ahmed,Female,1964-06-20,Mansoura,Retired,20999,Retail,2020-07-02
289,Hassan Fatma,Female,1974-06-18,Cairo,Doctor,58301,Retail,2023-08-29
290,Youssef Mostafa,Male,1999-05-26,Mansoura,Sales Representative,7204,Retail,2022-12-25
291,Sara Omar,Male,2000-03-24,Cairo,Customer Service,11188,Retail,2018-06-16
292,Mahmoud Youssef,Male,1988-06-25,Mansoura,Accountant,18349,Retail,2020-01-13
293,Ahmed Youssef,Female,1995-09-17,Tanta,Branch Officer,18384,Retail,2016-01-17
294,Ahmed Amr,Female,1998-10-26,Mansoura,Engineer,12311,Retail,2023-09-27
295,Fatma Aya,Male,1965-12-18,Assiut,Retired,15954,Retail,2019-04-09
296,Salma Mahmoud,Male,1970-03-09,Giza,Consultant,47590,Retail,2019-11-16
297,Sara Mostafa,Male,1977-07-10,Assiut,Doctor,35041,Retail,2022-01-04
298,Omar Mahmoud,Female,1991-10-20,Cairo,Teacher,30003,Retail,2019-06-09
299,Mona Yasmin,Male,1981-10-13,Alexandria,Accountant,29425,Retail,2018-08-06
300,Hassan Nour,Female,1998-12-07,Alexandria,Customer Service,11147,Retail,2023-03-30
301,Nour Mostafa,Female,2000-08-19,Alexandria,Sales Representative,11339,Retail,2016-04-11
302,Heba Ibrahim,Female,1996-04-19,Alexandria,Sales Representative,6440,Retail,2024-04-27
303,Mahmoud Amr,Male,1964-07-22,Alexandria,Retired,24361,Retail,2022-05-21
304,Heba Laila,Female,1969-12-14,Tanta,Doctor,34847,Retail,2019-06-30
305,Mohamed Sara,Male,1994-09-28,Cairo,Branch Officer,32814,Retail,2023-08-16
306,Laila Mohamed,Female,1975-11-22,Alexandria,Consultant,40901,Retail,2023-12-06
